time,Text,humidity,WindSpeed,cloudinessIndex,project:schedules:entries
1557446400,8.46,0.99,1.47,0.96,0
1557450000,8.37,1,2.07,1,0
1557453600,9.08,0.96,1.44,1,0
1557457200,9.26,1,1.53,0.75,0
1557460800,9.34,1,2.42,0.75,0
1557464400,9.43,1,2.05,0.96,0
1557468000,10.54,0.95,2.05,0.96,0
1557471600,10.55,1,3.51,0.96,0
1557475200,11.47,0.96,2.57,0.96,0
1557478800,11.52,0.96,3.39,1,18
1557482400,12.41,0.96,3.69,0.96,21
1557486000,13.16,0.91,4.64,0.96,51
1557489600,13.02,0.86,4.89,1,9
1557493200,12.93,0.98,4.14,1,18
1557496800,13.14,1,3.69,1,0
1557500400,14.51,0.96,5.68,1,48
1557504000,14.29,0.97,6.08,1,10
1557507600,13.5,0.97,6.35,1,21
1557511200,13.55,0.96,6.89,1,60
1557514800,13.6,0.96,6.38,1,32
1557518400,12.8,0.95,6,0.96,32
1557522000,12.64,0.96,6.15,0.96,32
1557525600,12.61,0.89,6.37,0.79,32
1557529200,12.5,0.84,7.09,1,0
1557532800,11.6,0.89,6,1,0
1557536400,11.42,0.89,6.52,1,0
1557540000,11.38,0.9,6.02,0.96,0
1557543600,11.41,0.89,5.26,0.75,0
1557547200,10.46,0.89,3.59,0.75,0
1557550800,8.42,0.96,1.53,0.7,0
1557554400,10.39,0.96,1.13,0.75,0
1557558000,11.41,0.89,2.32,0.75,0
1557561600,12.5,0.83,2.96,0.75,0
1557565200,13.58,0.78,3.04,0.7,35
1557568800,14.47,0.68,3.29,0.7,35
1557572400,14.76,0.63,4.16,0.79,40
1557576000,14.95,0.62,4.33,0.79,0
1557579600,16.66,0.55,4.03,0.96,0
1557583200,17.5,0.56,4.55,0.75,43
1557586800,15.63,0.72,2.79,0.79,76
1557590400,15.52,0.57,4.54,0.75,18
1557594000,15.66,0.64,3.44,0.96,0
1557597600,14.55,0.52,3.64,0.75,0
1557601200,13.5,0.55,3.66,0.75,24
1557604800,11.4,0.63,1.65,0.04,0
1557608400,9.51,0.71,2.04,0,0
1557612000,8.49,0.72,2.49,0,0
1557615600,7.51,0.78,2.02,0,0
1557619200,6.47,0.83,1.72,0,0
1557622800,5.82,0.88,1.46,0.03,0
1557626400,5.67,0.89,1.53,0.06,0
1557630000,4.86,0.95,1.65,0.09,0
1557633600,5.66,0.93,1.46,0.1,0
1557637200,5.4,1,1.26,0.1,0
1557640800,8.21,0.95,1.06,0.1,0
1557644400,10.48,0.84,2.37,0.12,0
1557648000,12.56,0.74,3.43,0.14,103
1557651600,14.55,0.61,4.01,0.15,0
1557655200,15.6,0.6,4.22,0.19,0
1557658800,16.6,0.54,4.68,0.39,0
1557662400,16.74,0.51,4.59,0.44,0
1557666000,17.54,0.44,5.58,0.23,0
1557669600,17.53,0.39,5.69,0.1,0
1557673200,17.5,0.41,5.64,0.06,0
1557676800,17.52,0.38,5.73,0.07,0
1557680400,17.51,0.38,6.23,0.09,0
1557684000,16.53,0.41,6.19,0.14,0
1557687600,15.31,0.44,4.9,0.23,0
1557691200,14.12,0.5,3.85,0.35,0
1557694800,13.08,0.54,3.42,0.43,0
1557698400,11.43,0.61,3.48,0.44,0
1557702000,10.48,0.64,3.51,0.43,0
1557705600,9.49,0.69,2.51,0.41,0
1557709200,9.15,0.7,2.79,0.37,0
1557712800,8.33,0.74,3.4,0.32,0
1557716400,8.36,0.73,3.29,0.29,0
1557720000,7.38,0.78,3.81,0.28,0
1557723600,7.37,0.78,4.28,0.29,0
1557727200,8.54,0.73,4.9,0.3,0
1557730800,10.48,0.65,6.89,0.56,0
1557734400,11.7,0.64,5.58,0.48,35
1557738000,13.56,0.5,6.18,0.41,25
1557741600,15.34,0.47,8.44,0.38,22
1557745200,15.52,0.41,8.26,0.37,51
1557748800,16.53,0.42,7,0.36,20
1557752400,17.52,0.37,8.16,0.36,25
1557756000,17.5,0.39,6.94,0.37,51
1557759600,18.48,0.35,6.85,0.38,30
1557763200,18.5,0.35,8.08,0.37,17
1557766800,18.39,0.36,6.73,0.35,52
1557770400,17.41,0.39,6.25,0.32,60
1557774000,16.38,0.41,5.09,0.24,32
1557777600,15.2,0.47,4.41,0.15,32
1557781200,13.38,0.53,3.48,0.07,32
1557784800,12.53,0.57,4.01,0.05,32
1557788400,12.32,0.6,4.01,0.04,0
1557792000,11.26,0.62,4.42,0.04,0
1557795600,10.43,0.65,4.39,0.03,0
1557799200,10.29,0.6,5.55,0.01,0
1557802800,9.53,0.59,4.96,0,0
1557806400,8.57,0.62,4.18,0,0
1557810000,8.57,0.62,5.06,0,0
1557813600,9.71,0.58,5.74,0,0
1557817200,11.56,0.49,6.75,0.1,0
1557820800,13.74,0.43,8.47,0.24,0
1557824400,15.59,0.38,8.74,0.33,48
1557828000,17.59,0.36,9.59,0.32,61
1557831600,18.45,0.29,9.56,0.26,25
1557835200,18.39,0.32,9.52,0.22,39
1557838800,19.35,0.3,8.78,0.24,0
1557842400,19.5,0.32,8.78,0.28,18
1557846000,20.62,0.29,7.85,0.31,32
1557849600,20.46,0.3,8.26,0.33,20
1557853200,19.59,0.31,7.12,0.32,0
1557856800,18.61,0.32,8.39,0.29,21
1557860400,17.39,0.37,6.65,0.2,8
1557864000,16.18,0.38,5.21,0.09,39
1557867600,15.17,0.42,5.37,0.01,0
1557871200,13.35,0.48,4.57,0,0
1557874800,12.55,0.57,5.02,0,0
1557878400,12.27,0.62,5.12,0.01,0
1557882000,11.26,0.62,4.63,0.02,0
1557885600,10.44,0.61,5.04,0.03,0
1557889200,9.52,0.64,4.72,0.06,0
1557892800,9.4,0.65,4.97,0.07,0
1557896400,8.4,0.69,4.34,0.09,0
1557900000,9.74,0.64,5.03,0.15,0
1557903600,11.77,0.55,5.67,0.38,0
1557907200,13.59,0.46,7.19,0.67,0
1557910800,16.44,0.39,8.46,0.85,29
1557914400,16.6,0.33,8.9,0.83,20
1557918000,17.61,0.34,7.47,0.7,45
1557921600,18.57,0.32,7.81,0.58,0
1557925200,19.56,0.3,7.22,0.5,30
1557928800,19.37,0.33,7.65,0.44,13
1557932400,19.49,0.31,7.72,0.42,17
1557936000,20.35,0.3,5.44,0.49,26
1557939600,19.56,0.29,5.81,0.61,18
1557943200,18.6,0.34,5.1,0.68,0
1557946800,17.36,0.37,5.37,0.76,32
1557950400,15.13,0.45,3.81,0.84,32
1557954000,13.89,0.49,3.26,0.86,32
1557957600,12.64,0.53,1.91,0.77,32
1557961200,10.91,0.64,2.72,0.62,0
1557964800,11.01,0.63,4.18,0.54,0
1557968400,10.32,0.66,2.25,0.66,0
1557972000,11,0.63,2.23,0.85,0
1557975600,9.47,0.7,3.13,1,0
1557979200,9.38,0.7,1.92,1,0
1557982800,9.39,0.71,2.3,1,0
1557986400,10.29,0.72,3.21,1,0
1557990000,11.43,0.67,3.65,1,0
1557993600,13.38,0.56,3.73,1,0
1557997200,14.42,0.52,3.37,1,25
1558000800,16.46,0.4,4.68,1,24
1558004400,17.48,0.35,5.96,1,82
1558008000,17.47,0.34,7.34,1,45
1558011600,18.44,0.34,6.9,1,0
1558015200,19.23,0.33,4.88,1,0
1558018800,17.3,0.38,5.18,1,63
1558022400,17.32,0.35,4.44,1,0
1558026000,17.36,0.35,5.42,1,0
1558029600,16.53,0.4,3.45,1,52
1558033200,16.29,0.43,3.17,1,0
1558036800,15.25,0.47,3.87,1,25
1558040400,15.08,0.48,3.41,1,50
1558044000,14.26,0.5,2.92,1,0
1558047600,13.45,0.53,2.52,1,0
1558051200,12.43,0.61,2.7,0.99,0
1558054800,12.45,0.6,2.64,0.98,0
1558058400,11.39,0.65,2.97,0.97,0
1558062000,11.42,0.68,2.43,0.96,0
1558065600,11.34,0.68,3.45,0.96,0
1558069200,11.44,0.69,3.43,0.97,0
1558072800,11.49,0.68,3.48,0.98,0
1558076400,12.62,0.64,3.65,0.96,0
1558080000,13.6,0.64,3.55,0.95,0
1558083600,16.2,0.58,3.21,0.94,22
1558087200,17.43,0.54,3.98,0.75,21
1558090800,17.41,0.5,4.34,0.75,53
1558094400,17.36,0.5,3.56,0.75,9
1558098000,17.6,0.47,3.18,0.96,21
1558101600,17.73,0.49,2.9,0.98,0
1558105200,17.55,0.46,2.81,1,49
1558108800,17.59,0.49,3.56,1,10
1558112400,17.47,0.53,3.24,1,21
1558116000,15.83,0.6,5.37,1,60
1558119600,14.82,0.67,4.19,0.75,32
1558123200,13.99,0.75,2.34,1,32
1558126800,12.98,0.8,2.42,1,32
1558130400,12.76,0.82,2.67,1,32
1558134000,11.69,0.89,3.23,0.75,0
1558137600,11.42,0.95,2.74,0.75,0
1558141200,10.57,0.94,2.57,0.75,0
1558144800,10.35,0.95,2.12,1,0
1558148400,9.53,0.94,1.61,1,0
1558152000,9.56,0.93,1.59,1,0
1558155600,9.6,0.94,1.47,1,0
1558159200,9.57,0.95,1.91,0.75,0
1558162800,10.61,0.94,1.92,0.75,0
1558166400,12.76,0.83,1.55,0.75,0
1558170000,14.62,0.73,2.04,0.75,31
1558173600,14.61,0.68,2.92,0.44,33
1558177200,16.44,0.61,2.37,0.75,50
1558180800,17.6,0.58,3.38,0.75,0
1558184400,16.81,0.54,3.19,0.75,0
1558188000,16.86,0.54,3,1,38
1558191600,16.65,0.58,3.16,1,73
1558195200,16.63,0.66,3.62,1,18
1558198800,16.79,0.63,4.21,0.75,0
1558202400,15.77,0.64,4.46,0.44,0
1558206000,14.78,0.7,3.42,0.44,24
1558209600,12.95,0.78,0.94,0.7,0
1558213200,11.3,0.87,0.91,0.71,0
1558216800,10.45,0.91,0.99,0.73,0
1558220400,11.22,0.91,1.62,0.76,0
1558224000,11.59,0.88,2.11,0.75,0
1558227600,11.38,0.88,2.62,0.82,0
1558231200,9.7,0.88,1.97,0.85,0
1558234800,8.72,0.89,1.46,0.87,0
1558238400,8.72,0.94,1.95,0.84,0
1558242000,8.68,0.95,1.96,0.8,0
1558245600,9.62,0.96,2.88,0.75,0
1558249200,9.8,0.95,2.15,1,0
1558252800,12.76,0.87,1.59,0.75,75
1558256400,13.71,0.77,2.49,0.75,0
1558260000,15.39,0.68,2.93,0.75,0
1558263600,16.61,0.6,3.24,0.75,0
1558267200,16.68,0.61,3.01,1,0
1558270800,17.5,0.58,2.79,0.75,0
1558274400,16.18,0.62,1.53,1,0
1558278000,13.74,0.78,5.62,1,0
1558281600,13.84,0.83,3.96,1,0
1558285200,13.72,0.84,2.67,1,0
1558288800,13.49,0.8,2.5,1,0
1558292400,13.42,0.81,2.51,0.57,0
1558296000,13.51,0.85,2.55,0.51,0
1558299600,12.51,0.88,2.65,1,0
1558303200,11.66,0.88,1.61,1,0
1558306800,10.65,0.93,2.18,0.32,0
1558310400,9.91,0.94,1.28,0.25,0
1558314000,7.88,0.99,0.74,0.16,0
1558317600,8.01,1,0.99,0.07,0
1558321200,8.98,0.94,0.95,0,0
1558324800,8.82,0.95,1.53,0,0
1558328400,8.77,1,0.49,0,0
1558332000,9.76,0.95,1.42,0.19,0
1558335600,12.25,0.95,1.78,0.75,0
1558339200,13.33,0.9,2.26,0.75,30
1558342800,15.11,0.76,2.34,0.75,20
1558346400,15.44,0.75,2.14,0.75,20
1558350000,16.38,0.71,2.11,0.75,48
1558353600,15.64,0.7,3.62,0.75,17
1558357200,17.17,0.76,1.32,0.79,17
1558360800,16.97,0.69,2.86,0.96,25
1558364400,15.54,0.77,4.99,0.28,26
1558368000,15.2,0.77,4.07,1,35
1558371600,15.36,0.77,3.75,1,11
1558375200,16.29,0.77,2.48,0.03,60
1558378800,14.53,0.76,3.45,0.29,32
1558382400,13.79,0.86,1.25,0.65,32
1558386000,13.69,0.86,1.22,0.88,32
1558389600,12.68,0.86,1.06,1,32
1558393200,11.78,0.85,1.02,1,0
1558396800,9.95,0.95,1.38,0.57,0
1558400400,9.79,0.95,1.95,0.39,0
1558404000,9.8,0.95,2.12,0.19,0
1558407600,8.83,1,1.56,0.06,0
1558411200,8.83,0.94,1.47,0.03,0
1558414800,9.59,0.95,1.68,1,0
1558418400,9.56,1,2.14,0.79,0
1558422000,10.51,0.96,2.48,1,0
1558425600,11.37,1,2.51,1,0
1558429200,13.16,0.92,2.11,1,46
1558432800,15.76,0.79,1.98,0.53,52
1558436400,17.17,0.65,1.44,0.75,21
1558440000,19.16,0.53,2.71,0.44,44
1558443600,19.43,0.52,2.51,0.44,0
1558447200,20.62,0.48,2.44,0.44,34
1558450800,19.97,0.45,2.29,0.44,41
1558454400,21.44,0.44,2.91,0.19,24
1558458000,21.31,0.44,1.54,0.75,0
1558461600,20.67,0.45,2.15,0.19,22
1558465200,18.5,0.58,3.03,0.42,5
1558468800,15.8,0.73,3.85,0.52,50
1558472400,14.79,0.78,2.92,0.51,0
1558476000,12.88,0.83,1.39,0.34,0
1558479600,11.77,0.89,1.37,0.26,0
1558483200,9.89,0.92,1.66,0.34,0
1558486800,9.67,0.92,1.64,0.32,0
1558490400,9.62,0.92,1.52,0.31,0
1558494000,8.79,0.93,1.53,0.31,0
1558497600,8.64,0.94,1.42,0.31,0
1558501200,10.23,0.89,1.45,0.36,0
1558504800,12.28,0.84,1.42,0.41,0
1558508400,15.37,0.74,2.19,0.37,0
1558512000,17.56,0.7,1.94,0.39,0
1558515600,19.42,0.63,1.67,0.37,32
1558519200,20.74,0.55,2.47,0.64,22
1558522800,21.63,0.49,2.18,0.75,45
1558526400,21.56,0.45,2.69,0.75,0
1558530000,21.67,0.49,2.89,0.74,35
1558533600,23.64,0.49,3.16,0.64,20
1558537200,21.92,0.51,3.59,0.73,7
1558540800,22.83,0.46,3.08,0.68,38
1558544400,22.67,0.5,2.59,0.56,18
1558548000,21.83,0.49,3.09,0.76,0
1558551600,19.74,0.53,3.06,0.64,32
1558555200,17.03,0.62,1.62,0.4,32
1558558800,15.82,0.68,1.65,0.44,32
1558562400,13.78,0.81,1.28,0.67,32
1558566000,12.7,0.88,0.09,0.71,0
1558569600,11.67,0.88,0,0.73,0
1558573200,11.73,0.88,0,0.8,0
1558576800,10.96,0.93,0.35,0.9,0
1558580400,10.05,0.93,0.9,0.97,0
1558584000,10,0.93,0,0.73,0
1558587600,9.87,0.99,0.84,0.83,0
1558591200,12.51,0.95,0.58,0.19,0
1558594800,15.59,0.71,0.43,0.19,0
1558598400,17.63,0.65,2.52,0.92,0
1558602000,20.58,0.55,2.56,0.9,30
1558605600,21.59,0.47,2.73,0.99,26
1558609200,22.35,0.47,2.65,0.99,71
1558612800,24.57,0.35,3.95,0.98,45
1558616400,24.62,0.39,3.96,0.99,0
1558620000,23.91,0.43,3.44,1,0
1558623600,22.68,0.44,2.72,0.99,62
1558627200,22.67,0.47,3.7,1,0
1558630800,21.79,0.47,2.16,0.98,0
1558634400,18.95,0.61,2.98,0.71,54
1558638000,16.17,0.79,2.61,0.91,0
1558641600,16.06,0.8,2.47,0.93,25
1558645200,15.22,0.89,0.46,0.75,50
1558648800,14.89,0.91,1.81,0.96,0
1558652400,14.86,0.88,1.39,0.92,0
1558656000,14.32,0.93,0.69,0.92,0
1558659600,13.3,0.94,1.59,0.86,0
1558663200,11.59,0.91,2.3,0.19,0
1558666800,11.35,0.91,2.56,0.65,0
1558670400,10.52,0.96,2.23,0.56,0
1558674000,10.54,0.91,2.47,0.53,0
1558677600,11.5,0.86,3.45,0.6,0
1558681200,13.47,0.81,2.23,0.58,0
1558684800,15.59,0.71,4.07,0.75,0
1558688400,16.86,0.67,3,0.19,21
1558692000,18.57,0.59,2.81,0.64,24
1558695600,18.74,0.56,3.17,0.39,46
1558699200,19.76,0.56,3.63,0.44,15
1558702800,20.35,0.51,4.53,0.19,17
1558706400,21.37,0.48,3.66,0.49,0
1558710000,21.35,0.48,4.36,0.49,47
1558713600,20.63,0.5,3.63,0.53,5
1558717200,20.49,0.49,3.79,1,24
1558720800,18.62,0.56,3.77,0.96,60
1558724400,17.44,0.57,4.27,1,32
1558728000,15.53,0.64,3.65,0.29,32
1558731600,14.28,0.7,2.45,0.24,32
1558735200,12.47,0.79,2.07,0.19,32
1558738800,12.3,0.85,1.36,0.13,0
1558742400,11.6,0.91,2.04,0.09,0
1558746000,10.78,0.9,1.55,0.43,0
1558749600,11.63,0.89,1.94,0.75,0
1558753200,10.72,0.94,2.01,0.49,0
1558756800,10.81,0.93,2.83,0.28,0
1558760400,11.62,0.88,3.13,0.79,0
1558764000,11.76,0.93,2.35,0.96,0
1558767600,12.79,0.87,2.95,0.96,0
1558771200,13.76,0.82,3.15,1,0
1558774800,14.7,0.78,2.59,1,35
1558778400,15.58,0.73,2.63,1,35
1558782000,16.64,0.7,1.95,1,25
1558785600,17.52,0.7,2.73,1,0
1558789200,19.15,0.67,3.09,0.79,0
1558792800,19.49,0.61,3.31,0.49,40
1558796400,19.96,0.54,3.24,0.53,54
1558800000,21.26,0.59,4.25,0.53,18
1558803600,20.25,0.59,3.86,0.49,0
1558807200,18.85,0.64,4.59,0.19,0
1558810800,17.8,0.68,3.66,0.26,24
1558814400,15.2,0.8,3.55,0.19,0
1558818000,14.13,0.85,2.65,0.01,0
1558821600,13.19,0.86,2.24,0.18,0
1558825200,12.01,0.93,1.72,0.75,0
1558828800,11.88,0.95,1.46,0.7,0
1558832400,12.28,0.95,1.95,0.96,0
1558836000,12.06,1,0,1,0
1558839600,12.23,0.95,0.65,1,0
1558843200,12.63,1,0.83,1,0
1558846800,12.46,1,0.56,0.79,0
1558850400,13.45,0.95,1.09,0.79,0
1558854000,13.52,0.95,0.42,1,0
1558857600,13.72,0.93,2.98,1,90
1558861200,14.79,0.86,3.48,1,0
1558864800,15.65,0.78,4.22,1,0
1558868400,16.44,0.74,3.47,1,0
1558872000,16.45,0.7,3.35,1,0
1558875600,16.45,0.75,4.7,1,0
1558879200,16.42,0.75,3.76,1,0
1558882800,16.33,0.75,4.21,1,0
1558886400,16.43,0.75,3.92,1,0
1558890000,15.77,0.77,4.37,1,0
1558893600,15.85,0.77,3.51,1,0
1558897200,14.81,0.83,3.49,1,0
1558900800,13.86,0.87,3,0.96,0
1558904400,13.77,0.89,2.16,1,0
1558908000,13.69,0.94,1.96,1,0
1558911600,13.64,0.95,2.06,1,0
1558915200,13.65,0.95,2.5,1,0
1558918800,13.61,0.96,2.03,1,0
1558922400,13.65,0.95,1.44,0.79,0
1558926000,13.75,1,1.68,1,0
1558929600,14.6,0.95,2,1,0
1558933200,14.56,0.95,2.43,1,0
1558936800,14.36,0.96,2.49,0.75,0
1558940400,14.14,1,2.01,0.96,0
1558944000,13.7,0.93,3.89,1,17
1558947600,14.72,0.86,2.67,0.96,20
1558951200,16.54,0.8,2.96,1,26
1558954800,17.54,0.68,3.71,0.96,48
1558958400,18.58,0.56,3.69,0.75,18
1558962000,18.77,0.55,3.38,0.75,16
1558965600,20.44,0.48,3.37,0.49,26
1558969200,20.12,0.49,3.66,0.75,46
1558972800,18.59,0.53,4.27,0.19,35
1558976400,17.56,0.57,5.13,0.34,15
1558980000,16.37,0.62,5.43,0.39,60
1558983600,15.09,0.72,4.16,0.59,11
1558987200,14.64,0.74,3.39,0.85,32
1558990800,13.84,0.77,2.82,0.65,32
1558994400,13.59,0.81,2.29,0.65,32
1558998000,12.63,0.81,1.65,1,0
1559001600,12.15,0.8,2.65,1,0
1559005200,11.28,0.84,2.8,0.48,0
1559008800,10.41,0.88,2.58,0.37,0
1559012400,10.3,0.89,3.16,0.19,0
1559016000,9.54,0.95,2.28,1,0
1559019600,10.58,0.89,1.73,1,0
1559023200,12.5,0.84,2.69,1,0
1559026800,14.18,0.75,5.41,0.75,0
1559030400,14.43,0.69,5.57,0.96,0
1559034000,15.3,0.61,6.08,0.75,46
1559037600,15.51,0.57,6.04,0.75,53
1559041200,16.28,0.58,5.58,0.75,22
1559044800,15.15,0.68,2.89,0.75,23
1559048400,16.93,0.59,5.95,0.79,0
1559052000,14.46,0.72,5.08,0.79,17
1559055600,13.93,0.8,4.47,0.75,36
1559059200,15.69,0.74,3.22,0.96,35
1559062800,16.57,0.63,4.07,0.79,0
1559066400,15.67,0.68,2.87,0.79,9
1559070000,14.63,0.7,2.36,0.79,9
1559073600,13.4,0.67,1.88,0.86,23
1559077200,11.69,0.71,1.28,0.19,0
1559080800,9.78,0.82,1.4,0.19,0
1559084400,8.67,0.89,0.96,0.19,0
1559088000,7.71,0.93,0.84,0.19,0
1559091600,7.71,0.94,1.14,0.06,0
1559095200,7.73,0.94,0.89,0.07,0
1559098800,5.57,0.96,1.03,0.08,0
1559102400,5.94,1,0.75,0.08,0
1559106000,6.9,0.95,1.03,0.09,0
1559109600,9.59,0.95,1.06,0.09,0
1559113200,12.29,0.84,2.14,0.06,0
1559116800,13.36,0.78,2.83,0.96,0
1559120400,14.52,0.64,3.11,1,19
1559124000,15.38,0.65,3.64,1,19
1559127600,16.16,0.59,4.68,1,45
1559131200,16.99,0.67,5,1,0
1559134800,16.11,0.72,5.12,1,32
1559138400,15.22,0.81,5.51,0.96,12
1559142000,14.54,0.89,3.71,0.75,18
1559145600,15.59,0.88,4.87,0.79,39
1559149200,16.55,0.79,6.22,0.75,18
1559152800,16.53,0.78,5.57,1,0
1559156400,15.73,0.78,5.08,0.79,32
1559160000,14.69,0.84,4.11,0.79,32
1559163600,14.65,0.84,3.61,1,32
1559167200,13.64,0.89,2.69,0.96,32
1559170800,12.81,0.94,2.77,0.75,0
1559174400,12.08,0.94,2.81,0.75,0
1559178000,11.93,1,1.61,0.79,0
1559181600,12.58,0.95,2.26,0.79,0
1559185200,12.44,1,2.16,0.75,0
1559188800,12.63,1,2.15,0.96,0
1559192400,13.63,0.94,2.57,1,0
1559196000,14.48,0.9,2.72,0.96,0
1559199600,14.66,0.89,3.14,1,0
1559203200,16.45,0.76,3.64,1,0
1559206800,16.54,0.75,3.64,1,0
1559210400,17.45,0.7,3.65,1,0
1559214000,19.32,0.63,3.65,0.79,0
1559217600,19.55,0.62,4.21,0.79,0
1559221200,20.46,0.59,3.26,0.79,0
1559224800,20.64,0.56,2.81,0.75,0
1559228400,20.47,0.59,3.35,0.75,0
1559232000,20.53,0.56,3.67,0.44,0
1559235600,19.74,0.62,4.82,0.23,0
1559239200,19.61,0.63,3.94,0.44,0
1559242800,17.97,0.68,3.08,0.44,0
1559246400,15.05,0.77,1.84,0.19,0
1559250000,13.15,0.86,2.21,0,0
1559253600,12.33,0.87,1.33,0,0
1559257200,10.97,0.92,0.31,0,0
1559260800,9.91,0.94,0.82,0.19,0
1559264400,8.84,1,0.13,1,0
1559268000,8.76,0.95,0.82,1,0
1559271600,7.86,1,0,1,0
1559275200,7.84,1,0,1,0
1559278800,8.46,0.94,0,1,0
1559282400,11.64,0.96,0,0.79,0
1559286000,14.62,0.95,0,0.33,0
1559289600,18.48,0.75,0.22,0,0
1559293200,19.53,0.63,2.38,0,25
1559296800,21.54,0.51,2.05,0,28
1559300400,22.54,0.48,2.2,0,50
1559304000,23.44,0.43,2.58,0,22
1559307600,23.62,0.43,2.61,0,8
1559311200,24.53,0.4,2.66,0,0
1559314800,25.93,0.37,2.63,0,54
1559318400,26.87,0.35,1.92,0.19,10
1559322000,26.97,0.37,1.82,0,45
1559325600,24.95,0.47,3.21,0,60
1559329200,22.87,0.53,2.82,0,32
1559332800,19.97,0.6,2.01,0.01,32
1559336400,17.04,0.72,1.14,0.02,32
1559340000,15.31,0.77,0.15,0.02,32
1559343600,14.06,0.86,1,0.02,0
1559347200,13.02,0.87,0.64,0.06,0
1559350800,12.74,0.94,0.96,0.17,0
1559354400,12,0.95,0.17,0.32,0
1559358000,11.81,0.96,1.04,0.43,0
1559361600,12.46,0.95,1.34,0.46,0
1559365200,13.42,0.95,1.4,0.45,0
1559368800,17.38,0.81,0.16,0.4,0
1559372400,20.57,0.67,1.54,0.3,0
1559376000,23.6,0.59,2.17,0.16,0
1559379600,25.78,0.51,2.63,0.06,21
1559383200,26.78,0.43,2.96,0.03,12
1559386800,27.63,0.39,3.11,0.03,26
1559390400,28.54,0.35,3.45,0.03,0
1559394000,28.89,0.36,3.27,0.02,0
1559397600,29.7,0.34,2.99,0.01,40
1559401200,30.7,0.32,2.62,0,58
1559404800,29.62,0.38,4.66,0,18
1559408400,28.18,0.41,4.55,0,0
1559412000,27.08,0.42,3.26,0.01,0
1559415600,24.88,0.45,2.58,0.06,24
1559419200,21.02,0.6,1.19,0.13,0
1559422800,18.12,0.71,1.06,0.18,0
1559426400,16.13,0.76,0.49,0.17,0
1559430000,14.85,0.88,0.17,0.14,0
1559433600,14.39,0.9,0.82,0.11,0
1559437200,13.16,0.92,1.38,0.14,0
1559440800,13.3,0.92,0.13,0.19,0
1559444400,12.51,0.91,0.03,0.24,0
1559448000,10.81,0.96,1.02,0.28,0
1559451600,11.75,1,1.23,0.33,0
1559455200,14.96,0.94,1.41,0.38,0
1559458800,18.77,0.78,2.2,0.39,0
1559462400,21.6,0.63,2.85,0.39,53
1559466000,23.52,0.59,3.9,0.4,0
1559469600,24.07,0.56,4.78,0.75,0
1559473200,23.62,0.64,5.9,0.75,0
1559476800,23.31,0.58,5.01,0.54,0
1559480400,23.14,0.59,5.07,0.75,0
1559484000,21.43,0.61,4.5,0.75,0
1559487600,20.53,0.65,5.68,0.96,0
1559491200,18.97,0.75,3.62,1,0
1559494800,18.73,0.72,4.87,1,0
1559498400,17.67,0.76,4.32,1,0
1559502000,17.74,0.77,4.28,1,0
1559505600,16.66,0.83,4.23,1,0
1559509200,16.61,0.83,2.27,0.96,0
1559512800,15.74,0.93,2.77,0.96,0
1559516400,15.73,0.94,3.19,1,0
1559520000,15.72,0.95,3.23,1,0
1559523600,16.42,0.95,2.49,1,0
1559527200,15.47,1,3.98,0.96,0
1559530800,14.68,0.94,3.15,1,0
1559534400,14.67,0.89,2.64,1,0
1559538000,13.59,0.95,1.73,1,0
1559541600,13.68,0.94,2.32,1,0
1559545200,13.66,0.92,2.38,1,0
1559548800,15.5,0.81,1.74,0.96,28
1559552400,16.61,0.66,2.3,0.96,20
1559556000,17.74,0.62,2.49,0.96,24
1559559600,18.74,0.58,3.18,0.75,29
1559563200,19.79,0.58,3.28,0.79,25
1559566800,20.61,0.52,6.29,0.49,17
1559570400,20.61,0.52,3.5,0.49,24
1559574000,21.53,0.41,3.34,0.49,53
1559577600,21.33,0.41,3.34,0.19,35
1559581200,20.52,0.43,3.38,0.08,15
1559584800,18.65,0.54,3.37,0.16,60
1559588400,17.51,0.56,3.26,0.42,10
1559592000,16.38,0.6,2.22,0.76,32
1559595600,14.42,0.69,2.18,0.98,32
1559599200,12.78,0.77,0.49,0.98,32
1559602800,12.76,0.82,1.49,0.87,0
1559606400,13.62,0.83,1.52,0.78,0
1559610000,13.95,0.81,0.64,1,0
1559613600,14.16,0.79,2.42,1,0
1559617200,13.6,0.87,1.85,0.96,0
1559620800,13.37,0.88,2.46,0.75,0
1559624400,12.42,0.95,2.8,0.75,0
1559628000,12.53,0.95,1.42,1,0
1559631600,13.51,0.95,1.51,1,0
1559635200,14.34,0.97,1.82,0.96,0
1559638800,16.26,0.97,0,0.75,44
1559642400,16.24,0.97,2.72,1,52
1559646000,16.34,0.96,4.73,1,16
1559649600,17.17,0.91,5.18,1,71
1559653200,17.38,0.81,6.35,0.79,0
1559656800,17.44,0.8,6.56,0.79,12
1559660400,16.68,0.85,7.95,1,32
1559664000,18.38,0.71,5.51,1,35
1559667600,17.42,0.77,6.89,0.96,0
1559671200,16.43,0.7,6.57,0.75,27
1559674800,15.63,0.69,5.92,1,10
1559678400,13.8,0.82,5.26,0.96,50
1559682000,13.78,0.81,2.9,0.75,0
1559685600,13.59,0.83,3.28,0.75,0
1559689200,11.87,0.88,3.12,0.75,0
1559692800,11.89,0.93,2.9,0.28,0
1559696400,10.83,0.94,2.38,0.79,0
